   ;DocEntry ;LineNum;TargetType;TrgetEntry;BaseRef;BaseType;BaseEntry;BaseLine;LineStatus;ItemCode            ;Dscription                                                                ;Quantity;ShipDate;OpenQty;Price    ;Currency;Rate;DiscPrcnt;LineTotal;TotalFrgn;OpenSum  ;OpenSumFC;VendorNum    ;SerialNum;WhsCode;SlpCode;Commission;TreeType;AcctCode       ;TaxStatus;GrossBuyPr;PriceBefDi;DocDate                   ;Flags;OpenCreQty;UseBaseUn;SubCatNum;BaseCard   ;TotalSumSy;OpenSumSys;InvntSttus;OcrCode;Project;CodeBars;VatPrcnt;VatGroup;PriceAfVAT;Height1;Hght1Unit;Height2;Hght2Unit;Width1;Wdth1Unit;Width2;Wdth2Unit;Length1;Len1Unit;length2;Len2Unit;Volume;VolUnit;Weight1;Wght1Unit;Weight2;Wght2Unit;Factor1;Factor2;Factor3;Factor4;PackQty;UpdInvntry;BaseDocNum;BaseAtCard;SWW;VatSum     ;VatSumFrgn;VatSumSy   ;FinncPriod;ObjType;LogInstanc;BlockNum;ImportLog;DedVatSum  ;DedVatSumF;DedVatSumS ;IsAqcuistn;DistribSum;DstrbSumFC;DstrbSumSC;GrssProfit;GrssProfSC;GrssProfFC;VisOrder;INMPrice ;PoTrgNum;PoTrgEntry;DropShip;PoLineNum;Address                                                                                                                                    ;TaxCode ;TaxType;OrigItem;BackOrdr;FreeTxt;PickStatus;PickOty;PickIdNo;TrnsCode;VatAppld;VatAppldFC;VatAppldSC;BaseQty;BaseOpnQty;VatDscntPr;WtLiable;DeferrTax;EquVatPer;EquVatSum;EquVatSumF;EquVatSumS;LineVat    ;LineVatlF;LineVatS   ;unitMsr;NumPerMsr;CEECFlag;ToStock;ToDiff;ExciseAmt;TaxPerUnit;TotInclTax;CountryOrg;StckDstSum;ReleasQtty;LineType;TranType;Text                                                                                                                                                                                                                                                                          ;OwnerCode;StockPrice;ConsumeFCT;LstByDsSum;StckINMPr;LstBINMPr;StckDstFc;StckDstSc;LstByDsFc;LstByDsSc;StockSum ;StockSumFc;StockSumSc;StckSumApp;StckAppFc;StckAppSc;ShipToCode;ShipToDesc                                                                                                                                          ;StckAppD;StckAppDFC;StckAppDSC;BasePrice;GTotal   ;GTotalFC;GTotalSC ;DistribExp;DescOW;DetailsOW;GrossBase;VatWoDpm;VatWoDpmFc;VatWoDpmSc;CFOPCode;CSTCode;Usage;TaxOnly;WtCalced;QtyToShip;DelivrdQty;OrderedQty;CogsOcrCod;CiOppLineN;CogsAcct       ;ChgAsmBoMW;ActDelDate                ;OcrCode2;OcrCode3;OcrCode4;OcrCode5;TaxDistSum;TaxDistSFC;TaxDistSSC;PostTax;Excisable;AssblValue;RG23APart1;RG23APart2;RG23CPart1;RG23CPart2;CogsOcrCo2;CogsOcrCo3;CogsOcrCo4;CogsOcrCo5;LnExcised;LocCode;StockValue;GPTtlBasPr;unitMsr2;NumPerMsr2;SpecPrice;CSTfIPI;CSTfPIS;CSTfCOFINS;ExLineNo;isSrvCall;PQTReqQty;PQTReqDate;PcDocType;PcQuantity;LinManClsd;VatGrpSrc;NoInvtryMv;ActBaseEnt;ActBaseLn;ActBaseNum;OpenRtnQty;AgrNo;AgrLnNum;CredOrigin;Surpluses;DefBreak;Shortages;UomEntry;UomEntry2;UomCode;UomCode2;FromWhsCod;NeedQty;PartRetire;RetireQty;RetireAPC;RetirAPCFC;RetirAPCSC;InvQty;OpenInvQty;EnSetCost;RetCost;Incoterms;TransMod;LineVendor;DistribIS;ISDistrb;ISDistrbFC;ISDistrbSC;IsByPrdct;ItemType;PriceEdit;PrntLnNum;LinePoPrss;FreeChrgBP;TaxRelev;LegalText;ThirdParty;LicTradNum;InvQtyOnly;UnencReasn;ShipFromCo;ShipFromDe;FisrtBin;AllocBinC;ExpType;ExpUUID;ExpOpType;DIOTNat;MYFtype;GPBefDisc;ReturnRsn;ReturnAct;StgSeqNum;StgEntry;StgDesc;ItmTaxType;SacEntry;NCMCode;HsnEntry;OriBAbsEnt;OriBLinNum;OriBDocTyp;IsPrscGood;IsCstmAct;EncryptIV;ExtTaxRate;ExtTaxSum;TaxAmtSrc;ExtTaxSumF;ExtTaxSumS;StdItemId;CommClass;VatExEntry;VatExLN;NatOfTrans;ISDtCryImp;ISDtRgnImp;ISOrCryExp;ISOrRgnExp;NVECode;PoNum;PoItmNum;IndEscala;CESTCode;CtrSealQty;CNJPMan;UFFiscBene;CUSplit;LegalTIMD;LegalTTCA;LegalTW;LegalTCD;RevCharge;ListNum;U_CashDis;U_DisCnt1   ;U_DisCnt2;U_DisCnt3;U_DisCnt4;U_DocDis;U_CUnitPrice;U_WHStock;U_MSP        ;U_ComPerP;U_NLC;U_PriDiff;U_GiftItem;U_SerCall;U_TicketID;U_DelWC;U_ShipNote;U_SHNo;U_DCNo;U_DelDate;U_DelSta;U_CouponNo;U_SerID;U_DeftNo;U_AtthID;U_MailSnt;U_FPO;U_LDays;U_RDocEntry;U_ITDE;U_ITDL;U_DDStatus;U_DDDE;U_DDDN;U_MRBase;U_MRLine;U_IsGift;U_CMSent;U_CanRec;U_ShipConf;U_PricPolId;U_PricePolLn;U_PPdiscAmt ;U_PromoID;U_PromoLID;U_PromoDisAmt;U_ProRule;U_AltPrice;U_ItemTyp;U_DiscPer;U_GVDisAmt;U_InvLine;U_WPStatus
1  ;2,752,443;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;ZPR4YRFRIDGE15K20K  ;ZOPPER EXTENDED WARRANTY 4YEARS REFRIGERATOR 15001 TO 20K                 ;1       ;?       ;1      ;2,796.61 ;INR     ;0   ;0        ;2,796.61 ;0        ;2,796.61 ;0        ;?            ;?        ;VSI1   ;13,643 ;0         ;N       ;_SYS00000017966;Y        ;978.81    ;2,796.61  ;Jan 1, 2024, 12:00:00.0 AM;0    ;1         ;N        ;?        ;C9944199322;2,796.61  ;2,796.61  ;O         ;?      ;?      ;EWD2337 ;18      ;?       ;3,300     ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;1      ;Y         ;?         ;?         ;?  ;503.3898   ;0         ;503.3898   ;3         ;13     ;0         ;?       ;?        ;503.3898   ;0         ;503.3898   ;N         ;0         ;0         ;0         ;1,817.8   ;1,817.8   ;0         ;0       ;2,796.61 ;?       ;?         ;N       ;?        ;7845440985\rVandavasi  No.25, Othavadai Chetti Street,\rTiruvannamalai-604408\rIN                                                          ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;6       ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;503.3898   ;0        ;503.3898   ;Rs     ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;?                                                                                                                                                                                                                                                                             ;8,005    ;0         ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;2,796.61 ;0         ;2,796.61  ;0         ;0        ;0        ;?         ;VANDAVASI TO MELMARUVATHUR MAIN ROAD KILL KODUNGALUR,VANDAVASI NO SAGA MADHA SAMI OPP\r-604403\rIN                                                  ;0       ;0         ;0         ;E        ;3,300    ;0       ;3,300    ;N         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;1         ;?         ;-1        ;_SYS00000018004;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;1      ;0         ;978.81    ;Rs      ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;1     ;1         ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;3,300    ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;154     ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;0           ;0        ;0        ;0        ;0       ;3,299.9998  ;0        ;2,796.610169 ;0        ;0    ;0        ;NO        ;N        ;?         ;VSI1   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;0           ;0        ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
2  ;2,752,444;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;OSGMOBSPILLDRO10K15K;ONSITE GO MOBILE SPILL AND DROP PROTECION 10001 TO 15K                    ;1       ;?       ;1      ;1,270.34 ;INR     ;0   ;0        ;1,270.34 ;0        ;1,270.34 ;0        ;?            ;?        ;ASM1   ;13,709 ;0         ;N       ;_SYS00000017465;Y        ;368.4     ;1,270.34  ;Jan 1, 2024, 12:00:00.0 AM;0    ;1         ;N        ;?        ;C9080375466;1,270.34  ;1,270.34  ;O         ;?      ;?      ;EWD1578 ;18      ;?       ;1,499     ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;1      ;Y         ;?         ;?         ;?  ;228.6612   ;0         ;228.6612   ;3         ;13     ;0         ;?       ;?        ;228.6612   ;0         ;228.6612   ;N         ;0         ;0         ;0         ;901.94    ;901.94    ;0         ;0       ;1,270.34 ;?       ;?         ;N       ;?        ;9840257985\rAmbasamudram  No.15B, 15B/1, South Thoppu Street,\rTirunelveli-627401\rIN                                                      ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;6       ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;228.6612   ;0        ;228.6612   ;?      ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;?                                                                                                                                                                                                                                                                             ;7,833    ;0         ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;1,270.34 ;0         ;1,270.34  ;0         ;0        ;0        ;?         ;GOLDEN NAGAR  NO 117\r-627401\rIN                                                                                                                   ;0       ;0         ;0         ;E        ;1,499    ;0       ;1,499    ;N         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;1         ;?         ;-1        ;_SYS00000017503;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;2      ;0         ;368.4     ;?       ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;1     ;1         ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;1,499    ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;154     ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;0           ;0        ;0        ;0        ;0       ;1,499.00002 ;0        ;1,270.338983 ;0        ;0    ;0        ;NO        ;N        ;?         ;ASM1   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;0           ;0        ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
3  ;2,752,445;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;DELIVERYCHARGES     ;DELIVERY CHARGES                                                          ;20      ;?       ;20     ;8.47     ;INR     ;0   ;0        ;169.4    ;0        ;169.4    ;0        ;?            ;?        ;VNR1   ;10,204 ;0         ;N       ;_SYS00000005476;Y        ;8.47      ;8.47      ;Jan 1, 2024, 12:00:00.0 AM;0    ;20        ;N        ;?        ;C7811076811;169.4     ;169.4     ;O         ;?      ;?      ;SPL0234 ;18      ;?       ;9.99      ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;20     ;Y         ;?         ;?         ;?  ;30.492     ;0         ;30.492     ;3         ;13     ;0         ;?       ;?        ;30.492     ;0         ;30.492     ;N         ;0         ;0         ;0         ;0         ;0         ;0         ;0       ;8.47     ;?       ;?         ;N       ;?        ;267785\r9600988985  No.47/12, Katcheri Street Madurai Road,\rVirudhunagar-626002\rIN                                                       ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;-1      ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;30.492     ;0        ;30.492     ;?      ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;?                                                                                                                                                                                                                                                                             ;28       ;0         ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;169.4    ;0         ;169.4     ;0         ;0        ;0        ;?         ;VIRUDHUNAGAR  73/9 P.P.VAIYAPURI NANTHAVANAM STREET\rVirudhunagar-626001\rIN                                                                        ;0       ;0         ;0         ;E        ;199.8    ;0       ;199.8    ;N         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;20        ;?         ;-1        ;_SYS00000001254;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;2      ;0         ;169.4     ;?       ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;20    ;20        ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;9.99     ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;155     ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;0           ;0        ;0        ;0        ;0       ;10.000028   ;0        ;8.474576     ;0        ;0    ;0        ;NO        ;N        ;?         ;VNR1   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;0           ;0        ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
4  ;2,752,448;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;CROWNPRO600W        ;PREETHI MIXIE CROWN PRO 600W MG 254                                       ;1       ;?       ;1      ;2,372.88 ;INR     ;0   ;0        ;2,372.88 ;0        ;2,372.88 ;0        ;8901225782547;?        ;VSI1   ;13,643 ;0         ;N       ;_SYS00000017966;Y        ;1,995.69  ;2,372.88  ;Jan 1, 2024, 12:00:00.0 AM;0    ;1         ;N        ;?        ;C9176579003;2,372.88  ;2,372.88  ;O         ;?      ;?      ;PRM0037 ;18      ;?       ;2,800     ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;1      ;Y         ;?         ;?         ;?  ;427.1184   ;0         ;427.1184   ;3         ;13     ;0         ;?       ;?        ;427.1184   ;0         ;427.1184   ;N         ;0         ;0         ;0         ;377.19    ;377.19    ;0         ;0       ;2,372.88 ;?       ;?         ;N       ;?        ;7845440985\rVandavasi  No.25, Othavadai Chetti Street,\rTiruvannamalai-604408\rIN                                                          ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;6       ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;427.1184   ;0        ;427.1184   ;Nos    ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;?                                                                                                                                                                                                                                                                             ;8,005    ;1,995.69  ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;2,372.88 ;0         ;2,372.88  ;0         ;0        ;0        ;?         ;VANDAVASI 9790198357 MUDUR VILLAGE\rKanchipuram.-604408\rIN                                                                                         ;0       ;0         ;0         ;E        ;2,800    ;0       ;2,800    ;Y         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;1         ;?         ;-1        ;_SYS00000018004;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;1      ;1,995.69  ;1,995.69  ;Nos     ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;1     ;1         ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;2,800    ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;9       ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;169.491525  ;0        ;0        ;0        ;0       ;2,799.99958 ;0        ;2,542.372881 ;0        ;0    ;0        ;NO        ;N        ;?         ;VSI1   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;169.491525  ;21,189   ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
5  ;2,752,449;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;WMELITE7.5GREY10YMW ;WHIRLPOOL WM WHITEMAGIC ELITE 7.5 GREY 10YMW                              ;1       ;?       ;1      ;14,406.78;INR     ;0   ;0        ;14,406.78;0        ;14,406.78;0        ;8904123053450;?        ;CH06   ;7,783  ;0         ;N       ;_SYS00000000242;Y        ;13,381.36 ;14,406.78 ;Jan 1, 2024, 12:00:00.0 AM;0    ;1         ;N        ;?        ;C9962449605;14,406.78 ;14,406.78 ;O         ;?      ;?      ;WHW0163 ;18      ;?       ;17,000    ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;1      ;Y         ;?         ;?         ;?  ;2,593.2204 ;0         ;2,593.2204 ;3         ;13     ;0         ;?       ;?        ;2,593.2204 ;0         ;2,593.2204 ;N         ;0         ;0         ;0         ;1,025.42  ;1,025.42  ;0         ;0       ;14,406.78;?       ;?         ;N       ;?        ;044 43554582\rVillivakkam,  No.1/2 To 1/5, Mth Road,\rChennai-600049\rIN                                                                   ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;6       ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;2,593.2204 ;0        ;2,593.2204 ;?      ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;7.5 Kg Capacity / Colour : Grey 10 Yrs Motor Warranty 12 WP / Steel Spa Drum Back Panel / 3 Way Scrub Technology Hard Water Wash Express Wash ZPF Technology Smart Sensors                                                                                                    ;13       ;13,312.88 ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;14,406.78;0         ;14,406.78 ;0         ;0        ;0        ;?         ;AGARAGHARAM, KORATTUR NO 8/30, METTU STREET,\rChennai-600076\rIN                                                                                    ;0       ;0         ;0         ;E        ;17,000   ;0       ;17,000   ;Y         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;1         ;?         ;-1        ;_SYS00000001236;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;1      ;13,312.88 ;13,381.36 ;?       ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;1     ;1         ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;17,000   ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;190     ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;0           ;0        ;0        ;0        ;0       ;16,999.99922;0        ;15,076.271186;0        ;0    ;0        ;NO        ;N        ;?         ;CH06   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;0           ;0        ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
6  ;2,752,450;0      ;-1        ;?         ;?      ;-1      ;?        ;?       ;O         ;HD1182              ;PHILIPS IRON HD1182                                                       ;1       ;?       ;1      ;927.97   ;INR     ;0   ;0        ;927.97   ;0        ;927.97   ;0        ;?            ;?        ;WJD1   ;13,273 ;0         ;N       ;_SYS00000018217;Y        ;752.54    ;927.97    ;Jan 1, 2024, 12:00:00.0 AM;0    ;1         ;N        ;?        ;C9159037899;927.97    ;927.97    ;O         ;?      ;?      ;PHX0020 ;18      ;?       ;1,095     ;0      ;?        ;0      ;?        ;0     ;?        ;0     ;?        ;0      ;?       ;0      ;?       ;0     ;4      ;0      ;?        ;0      ;?        ;1      ;1      ;1      ;1      ;1      ;Y         ;?         ;?         ;?  ;167.0346   ;0         ;167.0346   ;3         ;13     ;0         ;?       ;?        ;167.0346   ;0         ;167.0346   ;N         ;0         ;0         ;0         ;175.43    ;175.43    ;0         ;0       ;927.97   ;?       ;?         ;N       ;?        ;7845107985\rWalajabad  No.472/4, Raja Street,\rWalajabad-631605\rIN                                                                        ;TN-SCG18;Y      ;?       ;?       ;?      ;N         ;0      ;?       ;6       ;0       ;0         ;0         ;0      ;0         ;0         ;N       ;N        ;0        ;0        ;0         ;0         ;167.0346   ;0        ;167.0346   ;?      ;1        ;S       ;0      ;0     ;0        ;0         ;0         ;?         ;0         ;0         ;R       ;?       ;?                                                                                                                                                                                                                                                                             ;8,168    ;752.54    ;N         ;0         ;0        ;0        ;0        ;0        ;0        ;0        ;927.97   ;0         ;927.97    ;0         ;0        ;0        ;?         ;VOC STREET AVALUR WALAJABAD NO. 101\rKanchipuram.-631605\rIN                                                                                        ;0       ;0         ;0         ;E        ;1,095    ;0       ;1,095    ;Y         ;N     ;N        ;3        ;0       ;0         ;0         ;?       ;?      ;?    ;N      ;N       ;0        ;0         ;1         ;?         ;-1        ;_SYS00000018255;N         ;Jan 1, 2024, 12:00:00.0 AM;?       ;?       ;?       ;?       ;0         ;0         ;0         ;Y      ;N        ;0         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?         ;?        ;1      ;752.54    ;752.54    ;?       ;1         ;N        ;?      ;?      ;?         ;?       ;N        ;0        ;?         ;-1       ;0         ;N         ;M        ;N         ;?         ;?        ;?         ;0         ;?    ;?       ;?         ;0        ;0       ;0        ;-1      ;-1       ;Manual ;Manual  ;?         ;N      ;N         ;0        ;0        ;0         ;0         ;1     ;1         ;N        ;0      ;0        ;0       ;?         ;N        ;0       ;0         ;0         ;N        ;4       ;N        ;?        ;N         ;N         ;Y       ;?        ;N         ;?         ;N         ;?         ;?         ;?         ;?       ;?        ;?      ;?      ;?        ;?      ;?      ;1,095    ;-1       ;-1       ;?        ;?       ;?      ;GR        ;?       ;-1     ;208     ;?         ;?         ;?         ;N         ;N        ;?        ;0         ;0        ;S        ;0         ;0         ;?        ;?        ;?         ;?      ;?         ;?         ;?         ;?         ;?         ;?      ;?    ;?       ;N        ;?       ;0         ;?      ;?         ;N      ;?        ;?        ;?      ;?       ;N        ;?      ;0        ;0           ;0        ;0        ;0        ;0       ;1,094.99988 ;0        ;927.966102   ;0        ;0    ;0        ;NO        ;N        ;?         ;WJD1   ;N         ;?     ;?     ;?        ;N       ;?         ;?      ;?       ;?       ;?        ;N    ;?      ;?          ;?     ;?     ;-         ;?     ;?     ;?       ;?       ;N       ;N       ;?       ;N         ;?          ;?           ;0           ;0        ;?         ;0            ;O        ;Y         ;?        ;0        ;0         ;?        ;?         
